"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","identifiers","gene_id.x","gene_name.x","annotation","alt_annotation","goterms","accessions","gene_id.y","gene_name.y","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"693","PGEN_.00g121160","PGEN_.00g121160",0,0,0,0.064031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","PGEN_.00g121240","PGEN_.00g121240",0,0,0,0.063543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","PGEN_.00g121300","PGEN_.00g121300",0,0,0,0.036024,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","PGEN_.00g121630","PGEN_.00g121630",0,0,0,0.027656,0,"A6NGN9","402665","IGLON5","IgLON family member 5","Transmembrane 4 superfamily member 7","GO:0005576","A6NGN9",402665,"IGLON5","IgLON family member 5","Transmembrane 4 superfamily member 7","GO:0005576","","GO:0005576","",NA,NA
"697","PGEN_.00g121880","PGEN_.00g121880",0,0,0,0.312239,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","PGEN_.00g121930","PGEN_.00g121930",0,0,0,0.13993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","PGEN_.00g122230","PGEN_.00g122230",0,0,0,1.092213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","PGEN_.00g123040","PGEN_.00g123040",0,0,0,0.111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","PGEN_.00g123060","PGEN_.00g123060",0,0,0,0.334617,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","PGEN_.00g123290","PGEN_.00g123290",0,0,0,0.084529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","PGEN_.00g123310","PGEN_.00g123310",0,0,0,0.093566,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","PGEN_.00g123450","PGEN_.00g123450",0,0,0,0.033379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","PGEN_.00g123650","PGEN_.00g123650",0,0,0,0.392304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","PGEN_.00g123730","PGEN_.00g123730",0,0,0,0.089381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","PGEN_.00g124120","PGEN_.00g124120",0,0,0,0.141271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","PGEN_.00g124430","PGEN_.00g124430",0,0,0,0.799831,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","PGEN_.00g124450","PGEN_.00g124450",0,0,0,0.049004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","PGEN_.00g124530","PGEN_.00g124530",0,0,0,1.371659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","PGEN_.00g124590","PGEN_.00g124590",0,0,0,0.298757,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","PGEN_.00g124710","PGEN_.00g124710",0,0,0,0.339988,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","PGEN_.00g124820","PGEN_.00g124820",0,0,0,0.046763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","PGEN_.00g125350","PGEN_.00g125350",0,0,0,0.024235,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","PGEN_.00g125730","PGEN_.00g125730",0,0,0,0.292361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","PGEN_.00g125940","PGEN_.00g125940",0,0,0,0.879164,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","PGEN_.00g126400","PGEN_.00g126400",0,0,0,0.113015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","PGEN_.00g126420","PGEN_.00g126420",0,0,0,0.021308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","PGEN_.00g126470","PGEN_.00g126470",0,0,0,0.063107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","PGEN_.00g126500","PGEN_.00g126500",0,0,0,0.130748,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","PGEN_.00g126610","PGEN_.00g126610",0,0,0,0.040907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","PGEN_.00g126850","PGEN_.00g126850",0,0,0,0.596259,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","PGEN_.00g127010","PGEN_.00g127010",0,0,0,0.050479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","PGEN_.00g127020","PGEN_.00g127020",0,0,0,0.083004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","PGEN_.00g127210","PGEN_.00g127210",0,0,0,0.102858,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","PGEN_.00g127390","PGEN_.00g127390",0,0,0,2.920209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","PGEN_.00g127450","PGEN_.00g127450",0,0,0,0.412058,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","PGEN_.00g127580","PGEN_.00g127580",0,0,0,9.761355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","PGEN_.00g127670","PGEN_.00g127670",0,0,0,2.25832,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","PGEN_.00g127700","PGEN_.00g127700",0,0,0,0.077812,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","PGEN_.00g127840","PGEN_.00g127840",0,0,0,0.315533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","PGEN_.00g127850","PGEN_.00g127850",0,0,0,7.368263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","PGEN_.00g127860","PGEN_.00g127860",0,0,0,1.806741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","PGEN_.00g127870","PGEN_.00g127870",0,0,0,2.442861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","PGEN_.00g128390","PGEN_.00g128390",0,0,0,0.067991,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","PGEN_.00g128490","PGEN_.00g128490",0,0,0,0.029301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","PGEN_.00g128560","PGEN_.00g128560",0,0,0,0.165106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","PGEN_.00g128590","PGEN_.00g128590",0,0,0,0.011746,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","PGEN_.00g128770","PGEN_.00g128770",0,0,0,0.065955,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","PGEN_.00g129000","PGEN_.00g129000",0,0,0,1.693196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","PGEN_.00g129050","PGEN_.00g129050",0,0,0,0.174305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","PGEN_.00g129290","PGEN_.00g129290",0,0,0,0.050479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","PGEN_.00g129630","PGEN_.00g129630",0,0,0,0.196952,0,"Q5RJI4;B6F136;Q3UZD3;Q8VBZ6","106522","Pkdcc","Extracellular tyrosine-protein kinase PKDCC","Vertebrate lonesome kinase","GO:0005576;GO:0005794;GO:0005524;GO:0004715;GO:0004672;GO:0004712;GO:0030282;GO:0030154;GO:0048566;GO:0035108;GO:0048286;GO:0035264;GO:0042997;GO:0018108;GO:0030501;GO:0032332;GO:0015031;GO:0060021;GO:0001501","Q5RJI4;B6F136;Q3UZD3;Q8VBZ6",106522,"Pkdcc","Extracellular tyrosine-protein kinase PKDCC","Vertebrate lonesome kinase","GO:0005576;GO:0005794;GO:0005524;GO:0004715;GO:0004672;GO:0004712;GO:0030282;GO:0030154;GO:0048566;GO:0035108;GO:0048286;GO:0035264;GO:0042997;GO:0018108;GO:0030501;GO:0032332;GO:0015031;GO:0060021;GO:0001501","GO:0030282;GO:0030154;GO:0048566;GO:0035108;GO:0048286;GO:0035264;GO:0042997;GO:0018108;GO:0030501;GO:0032332;GO:0015031;GO:0060021;GO:0001501","GO:0005576;GO:0005794","GO:0005524;GO:0004715;GO:0004672;GO:0004712","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0016192;GO:0072659;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;vesicle-mediated transport;protein localization to plasma membrane;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development"
"744","PGEN_.00g129790","PGEN_.00g129790",0,0,0,0.124902,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","PGEN_.00g130300","PGEN_.00g130300",0,0,0,0.096494,0,"Q9VCA2;O01383;O01384","42891","Orct","Organic cation transporter protein","ATPase MS73","GO:0016021;GO:0022857;GO:0006915;GO:0006811","Q9VCA2;O01383;O01384",42891,"Orct","Organic cation transporter protein","ATPase MS73","GO:0016021;GO:0022857;GO:0006915;GO:0006811","GO:0006915;GO:0006811","GO:0016021","GO:0022857","GO:0012501","programmed cell death"
"746","PGEN_.00g130370","PGEN_.00g130370",0,0,0,4.831207,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","PGEN_.00g130570","PGEN_.00g130570",0,0,0,0.037678,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","PGEN_.00g130580","PGEN_.00g130580",0,0,0,2.422008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","PGEN_.00g130610","PGEN_.00g130610",0,0,0,0.102089,0,NA,NA,NA,NA,NA,NA,"Q8BMN3;Q8R5H3;Q9CYK8",108043,"Chrnb3","Neuronal acetylcholine receptor subunit beta-3","Coiled-coil domain-containing protein 75","GO:0005892;GO:0098691;GO:0005887;GO:0016020;GO:0043005;GO:0045211;GO:0032991;GO:0045202;GO:0042166;GO:0022848;GO:0030594;GO:0004888;GO:0007268;GO:0034220;GO:0050877;GO:0042391;GO:2000300;GO:0035094;GO:0007165;GO:0007271","GO:0007268;GO:0034220;GO:0050877;GO:0042391;GO:2000300;GO:0035094;GO:0007165;GO:0007271","GO:0005892;GO:0098691;GO:0005887;GO:0016020;GO:0043005;GO:0045211;GO:0032991;GO:0045202","GO:0042166;GO:0022848;GO:0030594;GO:0004888","GO:0023052;GO:0055085;GO:0016192;GO:0023052;GO:0023052;GO:0023052","signaling;transmembrane transport;vesicle-mediated transport;signaling;signaling;signaling"
"750","PGEN_.00g130680","PGEN_.00g130680",0,0,0,0.345523,0,NA,NA,NA,NA,NA,NA,"P82596;Q7M4F8",NA,"","Perlucin","Dermatan 4-sulfotransferase 1","GO:0030246","","","GO:0030246",NA,NA
"751","PGEN_.00g130820","PGEN_.00g130820",0,0,0,4.318859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","PGEN_.00g130850","PGEN_.00g130850",0,0,0,0.014117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","PGEN_.00g131100","PGEN_.00g131100",0,0,0,3.021837,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","PGEN_.00g131320","PGEN_.00g131320",0,0,0,0.193113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","PGEN_.00g131370","PGEN_.00g131370",0,0,0,0.823019,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","PGEN_.00g131530","PGEN_.00g131530",0,0,0,0.013285,0,NA,NA,NA,NA,NA,NA,"Q969V1;B3KVW4;E1P5D7;Q5VTV7;Q6Q377;Q9BXA8",84539,"MCHR2","Melanin-concentrating hormone receptor 2","MCH-2R","GO:0005887;GO:0005886;GO:0008528;GO:0007218","GO:0007218","GO:0005887;GO:0005886","GO:0008528","GO:0023052","signaling"
"757","PGEN_.00g131560","PGEN_.00g131560",0,0,0,5.043314,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","PGEN_.00g131580","PGEN_.00g131580",0,0,0,1.327867,0,NA,NA,NA,NA,NA,NA,"Q8WWT9;B4DIR8;E1P5U4;F6WI18;Q5JYC9;Q5JYD0;Q5JYD1;Q5TCQ2;Q8IVB1Q8N8K4;Q96MM5;Q9BR25;Q9H1G1;Q9H3W4;Q9NQN5;Q9NS04",64849,"SLC13A3","Solute carrier family 13 member 3","Sodium-dependent high-affinity dicarboxylate transporter 2","GO:0016323;GO:0070062;GO:0016021;GO:0005886;GO:0015139;GO:0015137;GO:0005310;GO:0034634;GO:0015362;GO:0017153;GO:0015141;GO:0098656;GO:0015746;GO:0006835;GO:0034775;GO:0071422;GO:0150104","GO:0098656;GO:0015746;GO:0006835;GO:0034775;GO:0071422;GO:0150104","GO:0016323;GO:0070062;GO:0016021;GO:0005886","GO:0015139;GO:0015137;GO:0005310;GO:0034634;GO:0015362;GO:0017153;GO:0015141","GO:0055085;GO:0055085;GO:0055085;GO:0003013","transmembrane transport;transmembrane transport;transmembrane transport;circulatory system process"
"759","PGEN_.00g131650","PGEN_.00g131650",0,0,0,0.855161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","PGEN_.00g131710","PGEN_.00g131710",0,0,0,0.081536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","PGEN_.00g131860","PGEN_.00g131860",0,0,0,2.340033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","PGEN_.00g132190","PGEN_.00g132190",0,0,0,0.679976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","PGEN_.00g132300","PGEN_.00g132300",0,0,0,0.084529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","PGEN_.00g132470","PGEN_.00g132470",0,0,0,0.126929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","PGEN_.00g132500","PGEN_.00g132500",0,0,0,0.065983,0,NA,NA,NA,NA,NA,NA,"P48550",25743,"Kcnj6","G protein-activated inward rectifier potassium channel 2","Potassium channel inwardly rectifying subfamily J member 6","GO:0030424;GO:0009986;GO:0005737;GO:0030425;GO:0099056;GO:0032809;GO:0098688;GO:0005886;GO:0015467;GO:0001965;GO:0005242;GO:0071315;GO:1990573;GO:0034765;GO:0051602;GO:0042403","GO:0071315;GO:1990573;GO:0034765;GO:0051602;GO:0042403","GO:0030424;GO:0009986;GO:0005737;GO:0030425;GO:0099056;GO:0032809;GO:0098688;GO:0005886","GO:0015467;GO:0001965;GO:0005242","GO:0055085;GO:0055085;GO:0006575","transmembrane transport;transmembrane transport;cellular modified amino acid metabolic process"
"766","PGEN_.00g132780","PGEN_.00g132780",0,0,0,0.022025,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","PGEN_.00g133020","PGEN_.00g133020",0,0,0,0.676693,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","PGEN_.00g133030","PGEN_.00g133030",0,0,0,2.990995,0,NA,NA,NA,NA,NA,NA,"Q6XQH0",100041596,"Gal3st2","Galactose-3-O-sulfotransferase 2","Gal-beta-1 3-GalNAc 3'-sulfotransferase 2","GO:0032580;GO:0016021;GO:0016020;GO:0050694;GO:0001733;GO:0008146;GO:0009247;GO:0009101;GO:0051923","GO:0009247;GO:0009101;GO:0051923","GO:0032580;GO:0016021;GO:0016020","GO:0050694;GO:0001733;GO:0008146","GO:0006629;GO:1901135;GO:1901135;GO:0006790","lipid metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process;sulfur compound metabolic process"
"769","PGEN_.00g133450","PGEN_.00g133450",0,0,0,0.22446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","PGEN_.00g133810","PGEN_.00g133810",0,0,0,0.029948,0,"P23593","25239","Apod","Apolipoprotein D","Elastase-1","GO:0005737;GO:0022626;GO:0030425;GO:0005783;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007568;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0009410;GO:0042246","P23593",25239,"Apod","Apolipoprotein D","Elastase-1","GO:0005737;GO:0022626;GO:0030425;GO:0005783;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007568;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0009410;GO:0042246","GO:0007568;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0009410;GO:0042246","GO:0005737;GO:0022626;GO:0030425;GO:0005783;GO:0005615;GO:0043025;GO:0048471","GO:0015485","GO:0048856;GO:0005975;GO:0006954;GO:0007155;GO:0034330;GO:0006629;GO:0023052;GO:0006886;GO:0006913;GO:0007155;GO:0002376;GO:0048870;GO:0030154;GO:0048856;GO:0048856","anatomical structure development;carbohydrate metabolic process;inflammatory response;cell adhesion;cell junction organization;lipid metabolic process;signaling;intracellular protein transport;nucleocytoplasmic transport;cell adhesion;immune system process;cell motility;cell differentiation;anatomical structure development;anatomical structure development"
"771","PGEN_.00g134050","PGEN_.00g134050",0,0,0,2.615141,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","PGEN_.00g134130","PGEN_.00g134130",0,0,0,0.077972,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","PGEN_.00g134160","PGEN_.00g134160",0,0,0,26.293111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","PGEN_.00g134350","PGEN_.00g134350",0,0,0,0.114894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","PGEN_.00g134360","PGEN_.00g134360",0,0,0,0.475935,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","PGEN_.00g134440","PGEN_.00g134440",0,0,0,3.888356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","PGEN_.00g134550","PGEN_.00g134550",0,0,0,0.299867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","PGEN_.00g134710","PGEN_.00g134710",0,0,0,2.009135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","PGEN_.00g134780","PGEN_.00g134780",0,0,0,0.578108,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","PGEN_.00g134960","PGEN_.00g134960",0,0,0,0.601384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","PGEN_.00g135090","PGEN_.00g135090",0,0,0,0.266544,0,NA,NA,NA,NA,NA,NA,"Q86YT5;B3KXR0;B7Z4P2;B7ZLB4;F8W7N2;Q6ZMG1",284111,"SLC13A5","Solute carrier family 13 member 5","Sodium-dependent citrate transporter","GO:0005829;GO:0016021;GO:0005654;GO:0005886;GO:0015137;GO:0042802;GO:0005343;GO:0017153;GO:0015141;GO:0015742;GO:0098656;GO:0071285;GO:0015746;GO:0015741;GO:0015729;GO:0015744","GO:0015742;GO:0098656;GO:0071285;GO:0015746;GO:0015741;GO:0015729;GO:0015744","GO:0005829;GO:0016021;GO:0005654;GO:0005886","GO:0015137;GO:0042802;GO:0005343;GO:0017153;GO:0015141","GO:0055085","transmembrane transport"
"782","PGEN_.00g135260","PGEN_.00g135260",0,0,0,0.033654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","PGEN_.00g135290","PGEN_.00g135290",0,0,0,0.138098,0,"A1L1C5","100037066","urad","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase","Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase","GO:0005777;GO:0051997;GO:0000255;GO:0006144;GO:0019628","A1L1C5",100037066,"urad","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase","Ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase","GO:0005777;GO:0051997;GO:0000255;GO:0006144;GO:0019628","GO:0000255;GO:0006144;GO:0019628","GO:0005777","GO:0051997","GO:0055086","nucleobase-containing small molecule metabolic process"
"784","PGEN_.00g135400","PGEN_.00g135400",0,0,0,0.04458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","PGEN_.00g135420","PGEN_.00g135420",0,0,0,3.067468,0,"P28572;A1A5N0;Q63322;Q63323","116509","Slc6a9","Sodium- and chloride-dependent glycine transporter 1","Solute carrier family 6 member 9","GO:0016324;GO:0032279;GO:0009925;GO:0016323;GO:0031045;GO:0005768;GO:0098686;GO:0005887;GO:0099055;GO:0099056;GO:0030285;GO:0016328;GO:0098688;GO:0005886;GO:0014069;GO:0005283;GO:0015187;GO:1903804;GO:0061537;GO:0015816;GO:1904782;GO:0001504;GO:0070455;GO:0046985;GO:1904440;GO:1904256;GO:0035725","P28572;A1A5N0;Q63322;Q63323",116509,"Slc6a9","Sodium- and chloride-dependent glycine transporter 1","Solute carrier family 6 member 9","GO:0016324;GO:0032279;GO:0009925;GO:0016323;GO:0031045;GO:0005768;GO:0098686;GO:0005887;GO:0099055;GO:0099056;GO:0030285;GO:0016328;GO:0098688;GO:0005886;GO:0014069;GO:0005283;GO:0015187;GO:1903804;GO:0061537;GO:0015816;GO:1904782;GO:0001504;GO:0070455;GO:0046985;GO:1904440;GO:1904256;GO:0035725","GO:1903804;GO:0061537;GO:0015816;GO:1904782;GO:0001504;GO:0070455;GO:0046985;GO:1904440;GO:1904256;GO:0035725","GO:0016324;GO:0032279;GO:0009925;GO:0016323;GO:0031045;GO:0005768;GO:0098686;GO:0005887;GO:0099055;GO:0099056;GO:0030285;GO:0016328;GO:0098688;GO:0005886;GO:0014069","GO:0005283;GO:0015187","GO:0055085;GO:0023052;GO:0023052;GO:0055085;GO:0055085;GO:0055085;GO:0055085","transmembrane transport;signaling;signaling;transmembrane transport;transmembrane transport;transmembrane transport;transmembrane transport"
"786","PGEN_.00g135430","PGEN_.00g135430",0,0,0,7.415176,0,"Q9MZ34","282366","SLC6A6","Sodium- and chloride-dependent taurine transporter","Solute carrier family 6 member 6","GO:0005887;GO:0005369;GO:0006836;GO:0035725;GO:0015734","Q9MZ34",282366,"SLC6A6","Sodium- and chloride-dependent taurine transporter","Solute carrier family 6 member 6","GO:0005887;GO:0005369;GO:0006836;GO:0035725;GO:0015734","GO:0006836;GO:0035725;GO:0015734","GO:0005887","GO:0005369","GO:0055085","transmembrane transport"
"787","PGEN_.00g135440","PGEN_.00g135440",0,0,0,0.1954,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","PGEN_.00g135450","PGEN_.00g135450",0,0,0,0.062658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","PGEN_.00g135530","PGEN_.00g135530",0,0,0,0.066291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
